NONHSAG000001 DDX11L1
NONHSAG002593 NONHSAG002594
NONHSAG002594 NONHSAG002593
NONHSAG002600 ENSG00000261662
NONHSAG002604 ENSG00000289318
NONHSAG002609 NONHSAG002610
NONHSAG002609 RP5-998N21.4
NONHSAG002610 NONHSAG002609
NONHSAG002610 RP5-998N21.4
NONHSAG002612 NONHSAG002615
NONHSAG002615 NONHSAG002612
NONHSAG002617 ENSG00000227082
NONHSAG002619 ENSG00000228826
NONHSAG002623 ENSG00000224857
NONHSAG002628 NONHSAG002642
NONHSAG002633 NONHSAG002635
NONHSAG002635 NONHSAG002633
NONHSAG002642 NONHSAG002628
NONHSAG002651 NONHSAG002654
NONHSAG002651 NONHSAG002655
NONHSAG002654 NONHSAG002651
NONHSAG002655 NONHSAG002651
NONHSAG002659 ENSG00000223804
NONHSAG002660 ENSG00000231551
NONHSAG002660 RP11-495P10.1
NONHSAG002661 NONHSAG058112
NONHSAG002666 ENSG00000288905
NONHSAG002669 NONHSAG002671
NONHSAG002671 NONHSAG002669
NONHSAG002673 NBPF9
NONHSAG002676 NBPF9
NONHSAG002678 ENSG00000254539
NONHSAG002680 PDE4DIP
NONHSAG002684 ENSG00000289642
NONHSAG002684 PDE4DIP
NONHSAG002685 ENSG00000254913
NONHSAG002701 ENSG00000234222
NONHSAG002719 ENSG00000227733
NONHSAG002721 ENSG00000234225
NONHSAG002728 NONHSAG002730
NONHSAG002728 RP11-337C18.9
NONHSAG002728 ENSG00000237188
NONHSAG002728 RP11-337C18.10
NONHSAG002730 NONHSAG002728
NONHSAG002730 ENSG00000237188
NONHSAG002730 RP11-337C18.10
NONHSAG002733 CHD1L
NONHSAG002733 ENSG00000237188
NONHSAG002737 ENSG00000227139
NONHSAG002741 ENSG00000234190
NONHSAG002747 RP11-94I2.1
NONHSAG002752 ENSG00000232265
NONHSAG002758 ENSG00000234283
NONHSAG002759 ENSG00000238107
NONHSAG002762 ENSG00000238107
NONHSAG002762 ENSG00000224481
NONHSAG002763 NONHSAG058112
NONHSAG002764 ENSG00000238107
NONHSAG002764 ENSG00000224481
NONHSAG002769 NONHSAG058112
NONHSAG002783 ENSG00000237343
NONHSAG002783 RP11-763B22.4
NONHSAG002784 RP11-763B22.3
NONHSAG002794 NONHSAG002795
NONHSAG002795 NONHSAG002794
NONHSAG002800 ENSG00000232721
NONHSAG002808 ENSG00000230186
NONHSAG002812 ENSG00000275557
NONHSAG002812 NONHSAG002816
NONHSAG002816 NONHSAG002812
NONHSAG002822 ENSG00000233030
NONHSAG002831 ENSG00000285184
NONHSAG002838 VPS45
NONHSAG002841 ENSG00000285554
NONHSAG002859 ENSG00000237781
NONHSAG002861 NONHSAG002862
NONHSAG002861 NONHSAG058128
NONHSAG002862 NONHSAG002861
NONHSAG002862 NONHSAG058128
NONHSAG002866 ENSA
NONHSAG002881 ENSG00000259357
NONHSAG002883 ENSG00000231073
NONHSAG002891 GABPB2
NONHSAG002892 ENSG00000261168
NONHSAG002898 SCNM1
NONHSAG002903 PIP5K1A
NONHSAG002906 PSMD4
NONHSAG002908 ENSG00000232671
NONHSAG002910 PI4KB
NONHSAG002911 ENSG00000237976
NONHSAG002912 ENSG00000224645
NONHSAG002912 ENSG00000237976
NONHSAG002915 ENSG00000237976
NONHSAG002919 ENSG00000232536
NONHSAG002919 TUFT1
NONHSAG002923 ENSG00000227045
NONHSAG002928 ENSG00000269621
NONHSAG002931 NONHSAG002933
NONHSAG002931 ENSG00000249602
NONHSAG002933 NONHSAG002931
NONHSAG002933 ENSG00000249602
NONHSAG002938 ENSG00000203288
NONHSAG002938 RP11-98D18.9
NONHSAG002940 ENSG00000234614
NONHSAG002943 ENSG00000229021
NONHSAG002949 FLG-AS1
NONHSAG002949 RP1-91G5.3
NONHSAG002960 ENSG00000224308
NONHSAG002968 ENSG00000229699
NONHSAG002975 ENSG00000238279
NONHSAG002978 ENSG00000271853
NONHSAG002978 ENSG00000272030
NONHSAG002985 ENSG00000233222
NONHSAG002985 ENSG00000243613
NONHSAG002988 ENSG00000284738
NONHSAG002997 ENSG00000272654
NONHSAG003002 NONHSAG003003
NONHSAG003003 NONHSAG003002
NONHSAG003016 ENSG00000228013
NONHSAG003023 ENSG00000233875
NONHSAG003025 ADAR
NONHSAG003028 KCNN3
NONHSAG003035 ENSG00000271380
NONHSAG003045 ADAM15
NONHSAG003047 ADAM15
NONHSAG003053 ENSG00000231064
NONHSAG003056 ENSG00000236263
NONHSAG003068 ENSG00000225855
NONHSAG003071 ENSG00000227773
NONHSAG003071 ASH1L
NONHSAG003074 MSTO1
NONHSAG003076 MSTO1
NONHSAG003077 ENSG00000232519
NONHSAG003080 MSTO1
NONHSAG003082 DAP3
NONHSAG003091 KIAA0907
NONHSAG003095 ENSG00000224276
NONHSAG003103 LMNA
NONHSAG003119 ENSG00000237390
NONHSAG003124 ENSG00000260460
NONHSAG003124 RP11-284F21.8
NONHSAG003129 ENSG00000229953
NONHSAG003132 ENSG00000229953
NONHSAG003133 ENSG00000237588
NONHSAG003134 ENSG00000223356
NONHSAG003136 RRNAD1
NONHSAG003149 ARHGEF11
NONHSAG003164 ENSG00000226520
NONHSAG003174 ENSG00000236656
NONHSAG003181 ENSG00000228560
NONHSAG003182 ENSG00000224943
NONHSAG003192 ENSG00000272668
NONHSAG003198 NONHSAG003201
NONHSAG003201 NONHSAG003198
NONHSAG003202 ENSG00000260766
NONHSAG003203 ENSG00000225279
NONHSAG003205 ATP1A2
NONHSAG003207 ENSG00000227741
NONHSAG003210 DCAF8
NONHSAG003211 ENSG00000228606
NONHSAG003219 ENSG00000234425
NONHSAG003220 AL121985.1
NONHSAG003227 LY9
NONHSAG003229 ENSG00000232188
NONHSAG003230 ENSG00000198358
NONHSAG003237 ENSG00000228917
NONHSAG003244 ACA64
NONHSAG003244 ENSG00000224985
NONHSAG003261 ENSG00000288670
NONHSAG003262 ENSG00000283317
NONHSAG003262 ENSG00000283360
NONHSAG003268 ENSG00000273112
NONHSAG003268 FCGR2C
NONHSAG003268 RP11-25K21.6
NONHSAG003269 ENSG00000273112
NONHSAG003269 FCGR2C
NONHSAG003269 RP11-25K21.6
NONHSAG003281 ATF6
NONHSAG003283 ENSG00000285636
NONHSAG003293 NONHSAG003294
NONHSAG003293 NONHSAG003295
NONHSAG003293 NONHSAG003296
NONHSAG003294 NONHSAG003293
NONHSAG003295 NONHSAG003293
NONHSAG003296 NONHSAG003293
NONHSAG003303 ENSG00000232995
NONHSAG003304 ENSG00000232892
NONHSAG003306 ENSG00000237756
NONHSAG003307 NUF2
NONHSAG003308 NUF2
NONHSAG003309 NUF2
NONHSAG003320 NONHSAG003322
NONHSAG003320 NONHSAG003325
NONHSAG003322 NONHSAG003320
NONHSAG003323 ENSG00000233693
NONHSAG003325 NONHSAG003320
NONHSAG003332 ENSG00000238022
NONHSAG003335 ENSG00000237463
NONHSAG003337 ENSG00000236206
NONHSAG003338 MGST3
NONHSAG003346 ENSG00000224358
NONHSAG003346 RP11-466F5.8
NONHSAG003347 ENSG00000236364
NONHSAG003348 ENSG00000203307
NONHSAG003351 ENSG00000230898
NONHSAG003352 ENSG00000229588
NONHSAG003353 ENSG00000225325
NONHSAG003355 ENSG00000234142
NONHSAG003361 NONHSAG003362
NONHSAG003362 NONHSAG003361
NONHSAG003364 MAEL
NONHSAG003372 POU2F1
NONHSAG003374 CD247
NONHSAG003382 ADCY10
NONHSAG003385 DCAF6
NONHSAG003388 GPR161
NONHSAG003392 NONHSAG003394
NONHSAG003394 NONHSAG003392
NONHSAG003401 ENSG00000235736
NONHSAG003401 ENSG00000285622
NONHSAG003406 ENSG00000285622
NONHSAG003411 ENSG00000235575
NONHSAG003414 AL021068.1
NONHSAG003414 ENSG00000213062
NONHSAG003421 NONHSAG003422
NONHSAG003422 NONHSAG003421
NONHSAG003423 KIFAP3
NONHSAG003424 KIFAP3
NONHSAG003425 ENSG00000232959
NONHSAG003427 ENSG00000233985
NONHSAG003431 ENSG00000231407
NONHSAG003433 ENSG00000235303
NONHSAG003438 NONHSAG003441
NONHSAG003438 ENSG00000225243
NONHSAG003438 ENSG00000231424
NONHSAG003441 ENSG00000225243
NONHSAG003441 NONHSAG003438
NONHSAG003441 ENSG00000231424
NONHSAG003449 RN7SL425P
NONHSAG003449 NONHSAG003450
NONHSAG003450 NONHSAG003449
NONHSAG003450 RN7SL425P
NONHSAG003464 METTL13
NONHSAG003465 DNM3
NONHSAG003466 DNM3
NONHSAG003476 NONHSAG003479
NONHSAG003476 ENSG00000224228
NONHSAG003479 NONHSAG003476
NONHSAG003479 ENSG00000224228
NONHSAG003485 NONHSAG003486
NONHSAG003486 NONHSAG003485
NONHSAG003486 NONHSAG003487
NONHSAG003486 ENSG00000203739
NONHSAG003486 AL645568.1
NONHSAG003487 ENSG00000203739
NONHSAG003487 AL645568.1
NONHSAG003487 NONHSAG003486
NONHSAG003492 RP11-360D2.1
NONHSAG003492 ENSG00000238272
NONHSAG003495 ENSG00000289426
NONHSAG003499 KLHL20
NONHSAG003504 ENSG00000234741
NONHSAG003505 ENSG00000270084
NONHSAG003508 RC3H1
NONHSAG003512 ENSG00000236535
NONHSAG003512 RC3H1
NONHSAG003514 ENSG00000227373
NONHSAG003522 RABGAP1L
NONHSAG003523 RABGAP1L
NONHSAG003525 ENSG00000229531
NONHSAG003526 ENSG00000287697
NONHSAG003532 ENSG00000260990
NONHSAG003534 NONHSAG003535
NONHSAG003534 ENSG00000235628
NONHSAG003535 ENSG00000235628
NONHSAG003535 NONHSAG003534
NONHSAG003540 NONHSAG003542
NONHSAG003540 NONHSAG003541
NONHSAG003540 ENSG00000227740
NONHSAG003541 NONHSAG003540
NONHSAG003541 ENSG00000227740
NONHSAG003542 NONHSAG003540
NONHSAG003558 ENSG00000227579
NONHSAG003561 ENSG00000254154
NONHSAG003561 RP4-798P15.3
NONHSAG003568 RP4-593C16.3
NONHSAG003568 RASAL2
NONHSAG003576 NONHSAG003577
NONHSAG003577 NONHSAG003576
NONHSAG003586 RP11-177A2.5
NONHSAG003590 ABL2
NONHSAG003604 ENSG00000243062
NONHSAG003606 ENSG00000231966
NONHSAG003610 ENSG00000272906
NONHSAG003612 TOR1AIP1
NONHSAG003614 ENSG00000261831
NONHSAG003618 ENSG00000261817
NONHSAG003633 NONHSAG003635
NONHSAG003633 ENSG00000232586
NONHSAG003633 NONHSAG003636
NONHSAG003633 ENSG00000243155
NONHSAG003634 KIAA1614
NONHSAG003635 ENSG00000232586
NONHSAG003635 NONHSAG003633
NONHSAG003635 ENSG00000243155
NONHSAG003636 NONHSAG003633
NONHSAG003636 ENSG00000243155
NONHSAG003641 RP11-309G3.3
NONHSAG003650 ENSG00000287452
NONHSAG003655 ENSG00000224810
NONHSAG003656 ENSG00000225982
NONHSAG003658 NONHSAG003660
NONHSAG003660 NONHSAG003658
NONHSAG003663 RGSL1
NONHSAG003665 RGSL1
NONHSAG003668 RP11-317P15.5
NONHSAG003668 RGS8
NONHSAG003671 ENSG00000227181
NONHSAG003677 ENSG00000287808
NONHSAG003678 DHX9
NONHSAG003685 ENSG00000287929
NONHSAG003690 SMG7
NONHSAG003693 RP1-127C7.6
NONHSAG003701 COLGALT2
NONHSAG003703 TSEN15
NONHSAG003704 TSEN15
NONHSAG003709 ENSG00000230470
NONHSAG003709 NONHSAG003710
NONHSAG003710 NONHSAG003709
NONHSAG003714 ENSG00000286378
NONHSAG003715 ENSG00000285847
NONHSAG003722 ENSG00000260976
NONHSAG003726 TRMT1L
NONHSAG003730 ENSG00000279838
NONHSAG003730 IVNS1ABP
NONHSAG003736 NONHSAG003738
NONHSAG003738 NONHSAG003736
NONHSAG003738 ENSG00000261729
NONHSAG003739 ENSG00000261729
NONHSAG003742 ENSG00000224691
NONHSAG003754 ENSG00000230426
NONHSAG003756 ENSG00000230426
NONHSAG003767 ENSG00000225006
NONHSAG003770 ENSG00000237283
NONHSAG003772 ENSG00000238054
NONHSAG003773 ENSG00000226486
NONHSAG003777 ENSG00000232212
NONHSAG003783 ENSG00000225811
NONHSAG003784 ENSG00000241505
NONHSAG003790 ENSG00000285638
NONHSAG003791 ENSG00000285638
NONHSAG003792 ENSG00000261642
NONHSAG003798 ENSG00000223344
NONHSAG003799 ENSG00000228215
NONHSAG003803 NONHSAG058342
NONHSAG003803 ENSG00000285280
NONHSAG003805 ENSG00000236069
NONHSAG003807 NONHSAG058342
NONHSAG003807 ENSG00000285280
NONHSAG003813 ENSG00000285280
NONHSAG003814 ENSG00000285280
NONHSAG003815 NONHSAG003816
NONHSAG003816 NONHSAG003815
NONHSAG003820 CDC73
NONHSAG003823 NONHSAG003825
NONHSAG003823 ENSG00000288950
NONHSAG003823 NONHSAG003827
NONHSAG003823 ENSG00000226640
NONHSAG003823 ENSG00000286285
NONHSAG003823 ENSG00000227240
NONHSAG003825 ENSG00000288950
NONHSAG003825 NONHSAG003823
NONHSAG003825 ENSG00000286285
NONHSAG003825 ENSG00000227240
NONHSAG003827 NONHSAG003823
NONHSAG003827 ENSG00000226640
NONHSAG003827 ENSG00000227240
NONHSAG003831 ENSG00000227240
NONHSAG003833 ENSG00000227240
NONHSAG003840 ENSG00000287364
NONHSAG003842 ENSG00000227421
NONHSAG003845 CFH
NONHSAG003857 NONHSAG003860
NONHSAG003860 NONHSAG003857
NONHSAG003861 ENSG00000230260
NONHSAG003862 DENND1B
NONHSAG003866 DENND1B
NONHSAG003873 ENSG00000223881
NONHSAG003874 PTPRC
NONHSAG003875 ENSG00000261573
NONHSAG003881 NONHSAG059768
NONHSAG003881 MIR181A1HG
NONHSAG003887 ENSG00000225172
NONHSAG003889 ENSG00000231718
NONHSAG003894 NONHSAG003900
NONHSAG003894 ENSG00000230623
NONHSAG003900 NONHSAG003901
NONHSAG003900 NONHSAG003894
NONHSAG003900 ENSG00000230623
NONHSAG003901 NONHSAG003900
NONHSAG003901 ENSG00000230623
NONHSAG003903 ENSG00000260088
NONHSAG003911 ENSG00000234132
NONHSAG003921 ENSG00000286600
NONHSAG003921 TNNT2
NONHSAG003923 ENSG00000286600
NONHSAG003927 ENSG00000224818
NONHSAG003930 NONHSAG003931
NONHSAG003930 NONHSAG003934
NONHSAG003930 NONHSAG003935
NONHSAG003930 ENSG00000224536
NONHSAG003931 ENSG00000224536
NONHSAG003931 NONHSAG003930
NONHSAG003934 NONHSAG003935
NONHSAG003934 ENSG00000224536
NONHSAG003934 NONHSAG003930
NONHSAG003935 NONHSAG003934
NONHSAG003935 ENSG00000224536
NONHSAG003935 NONHSAG003930
NONHSAG003937 ENSG00000236390
NONHSAG003938 NONHSAG003939
NONHSAG003938 ENSG00000235121
NONHSAG003939 ENSG00000235121
NONHSAG003939 NONHSAG003938
NONHSAG003940 ENSG00000223774
NONHSAG003940 RP11-307B6.3
NONHSAG003943 ENSG00000234678
NONHSAG003945 ENSG00000249007
NONHSAG003945 ELF3
NONHSAG003956 LGR6
NONHSAG003962 NONHSAG003964
NONHSAG003962 NONHSAG003965
NONHSAG003964 NONHSAG003962
NONHSAG003965 NONHSAG003962
NONHSAG003985 ENSG00000234775
NONHSAG003986 ENSG00000224671
NONHSAG004002 ATP2B4
NONHSAG004013 ENSG00000261065
NONHSAG004020 PLEKHA6
NONHSAG004021 PLEKHA6
NONHSAG004023 ENSG00000231691
NONHSAG004025 NONHSAG004026
NONHSAG004025 PLEKHA6
NONHSAG004026 NONHSAG004025
NONHSAG004026 PLEKHA6
NONHSAG004027 NONHSAG004028
NONHSAG004027 NONHSAG004029
NONHSAG004027 ENSG00000288934
NONHSAG004027 ENSG00000226330
NONHSAG004028 NONHSAG004027
NONHSAG004028 ENSG00000226330
NONHSAG004029 NONHSAG004027
NONHSAG004029 ENSG00000226330
NONHSAG004034 ENSG00000240710
NONHSAG004036 ENSG00000240219
NONHSAG004036 RP11-430C7.5
NONHSAG004041 NFASC
NONHSAG004042 NFASC
NONHSAG004054 ENSG00000281406
NONHSAG004055 ENSG00000224717
NONHSAG004069 ENSG00000285521
NONHSAG004072 ENSG00000286619
NONHSAG004074 ENSG00000286619
NONHSAG004077 SRGAP2
NONHSAG004080 ENSG00000236889
NONHSAG004087 SRGAP2
NONHSAG004093 EIF2D
NONHSAG004095 ENSG00000237605
NONHSAG004099 MAPKAPK2
NONHSAG004120 ENSG00000237074
NONHSAG004124 ENSG00000283044
NONHSAG004132 ENSG00000236911
NONHSAG004137 CD46
NONHSAG004140 ENSG00000203709
NONHSAG004140 C1orf132
NONHSAG004149 ENSG00000286198
NONHSAG004150 ENSG00000261453
NONHSAG004153 ENSG00000232812
NONHSAG004156 NONHSAG004157
NONHSAG004156 ENSG00000232537
NONHSAG004157 NONHSAG004156
NONHSAG004157 ENSG00000232537
NONHSAG004161 ENSG00000231648
NONHSAG004163 ENSG00000230937
NONHSAG004164 ENSG00000224260
NONHSAG004165 ENSG00000227591
NONHSAG004172 TRAF3IP3
NONHSAG004173 TRAF3IP3
NONHSAG004188 ENSG00000284376
NONHSAG004193 RCOR3
NONHSAG004209 ENSG00000231057
NONHSAG004212 NONHSAG004213
NONHSAG004212 LPGAT1
NONHSAG004213 NONHSAG004212
NONHSAG004213 LPGAT1
NONHSAG004216 ENSG00000229258
NONHSAG004222 ENSG00000229983
NONHSAG004224 ENSG00000226251
NONHSAG004225 ENSG00000230063
NONHSAG004226 ENSG00000234915
NONHSAG004228 ENSG00000229832
NONHSAG004230 ENSG00000287445
NONHSAG004232 ENSG00000224535
NONHSAG004239 ENSG00000237980
NONHSAG004239 RP11-338C15.3
NONHSAG004247 ENSG00000198468
NONHSAG004255 ANGEL2
NONHSAG004258 ENSG00000225233
NONHSAG004259 ENSG00000228255
NONHSAG004259 ENSG00000225233
NONHSAG004262 ENSG00000225233
NONHSAG004263 ENSG00000225233
NONHSAG004265 ENSG00000283518
NONHSAG004267 NONHSAG004268
NONHSAG004267 ENSG00000228470
NONHSAG004268 NONHSAG004267
NONHSAG004268 ENSG00000228470
NONHSAG004268 PTPN14
NONHSAG004270 PTPN14
NONHSAG004279 ENSG00000229242
NONHSAG004285 ESRRG
NONHSAG004289 GPATCH2
NONHSAG004305 ENSG00000228208
NONHSAG004310 NONHSAG004312
NONHSAG004311 ENSG00000228063
NONHSAG004312 NONHSAG004310
NONHSAG004313 ENSG00000228063
NONHSAG004315 NONHSAG004317
NONHSAG004315 ENSG00000277007
NONHSAG004315 ENSG00000287676
NONHSAG004315 NONHSAG004320
NONHSAG004317 NONHSAG004315
NONHSAG004319 ENSG00000223842
NONHSAG004320 ENSG00000277007
NONHSAG004320 ENSG00000287676
NONHSAG004320 NONHSAG004315
NONHSAG004323 RP11-392O17.1
NONHSAG004345 ENSG00000231529
NONHSAG004359 ENSG00000289142
NONHSAG004365 ENSG00000234754
NONHSAG004367 ENSG00000286398
NONHSAG004369 ENSG00000286421
NONHSAG004370 ENSG00000232679
NONHSAG004371 ENSG00000232679
NONHSAG004371 ENSG00000238042
NONHSAG004372 ENSG00000228437
NONHSAG004373 ENSG00000232679
NONHSAG004374 ENSG00000236230
NONHSAG004384 NONHSAG004386
NONHSAG004384 MIA3
NONHSAG004386 NONHSAG004384
NONHSAG004386 MIA3
NONHSAG004388 BROX
NONHSAG004391 BROX
NONHSAG004393 DISP1
NONHSAG004399 ENSG00000287338
NONHSAG004415 RP11-504P24.2
NONHSAG004428 ENSG00000237101
NONHSAG004435 WDR26
NONHSAG004438 WDR26
NONHSAG004439 ENSG00000233384
NONHSAG004441 ENSG00000229400
NONHSAG004441 ENSG00000286174
NONHSAG004441 RP11-3L21.2
NONHSAG004443 ENSG00000225334
NONHSAG004448 ENSG00000234476
NONHSAG004453 ENSG00000227496
NONHSAG004454 ENSG00000226349
NONHSAG004457 ENSG00000242861
NONHSAG004463 ENSG00000248322
NONHSAG004466 ENSG00000272562
NONHSAG004471 ENSG00000234478
NONHSAG004483 C1orf95
NONHSAG004485 ENSG00000228548
NONHSAG004493 ENSG00000233706
NONHSAG004497 NONHSAG004500
NONHSAG004500 NONHSAG004497
NONHSAG004501 ENSG00000234277
NONHSAG004510 ENSG00000230005
NONHSAG004511 SNAP47
NONHSAG004512 ENSG00000286389
NONHSAG004521 ENSG00000287895
NONHSAG004527 ENSG00000203684
NONHSAG004530 OBSCN
NONHSAG004531 ENSG00000269934
NONHSAG004532 ENSG00000269934
NONHSAG004534 ENSG00000270110
NONHSAG004539 ENSG00000270094
NONHSAG004541 ENSG00000231563
NONHSAG004544 ENSG00000279306
NONHSAG004556 ENSG00000282111
NONHSAG004559 ENSG00000233920
NONHSAG004559 ENSG00000236975
NONHSAG004563 RAB4A
NONHSAG004564 ENSG00000237481
NONHSAG004567 ENSG00000226920
NONHSAG004567 NUP133
NONHSAG004569 NUP133
NONHSAG004570 ENSG00000223635
NONHSAG004575 ENSG00000227043
NONHSAG004576 ENSG00000228058
NONHSAG004581 ENSG00000227006
NONHSAG004583 ENSG00000224407
NONHSAG004587 ENSG00000232964
NONHSAG004592 COG2
NONHSAG004595 NONHSAG004598
NONHSAG004595 ENSG00000244137
NONHSAG004595 RP11-99J16__A.2
NONHSAG004598 NONHSAG004595
NONHSAG004598 ENSG00000244137
NONHSAG004598 RP11-99J16__A.2
NONHSAG004602 ENSG00000223393
NONHSAG004603 ENSG00000288037
NONHSAG004619 ENSG00000233461
NONHSAG004626 ENSG00000286071
NONHSAG004627 DISC2
NONHSAG004627 DISC1
NONHSAG004629 DISC1
NONHSAG004630 NONHSAG004631
NONHSAG004630 ENSG00000235152
NONHSAG004631 NONHSAG004630
NONHSAG004631 ENSG00000235152
NONHSAG004645 ENSG00000225919
NONHSAG004651 ENSG00000286774
NONHSAG004661 PCNXL2
NONHSAG004669 ENSG00000231272
NONHSAG004670 ENSG00000236244
NONHSAG004673 ENSG00000236358
NONHSAG004674 ENSG00000231663
NONHSAG004680 ENSG00000228830
NONHSAG004683 ENSG00000241475
NONHSAG004683 ENSG00000228044
NONHSAG004685 ENSG00000230628
NONHSAG004687 ENSG00000282097
NONHSAG004687 RP4-781K5.7
NONHSAG004693 ENSG00000238005
NONHSAG004694 ENSG00000237520
NONHSAG004698 ENSG00000273416
NONHSAG004699 SNORA14B
NONHSAG004700 ARID4B
NONHSAG004702 ARID4B
NONHSAG004705 ARID4B
NONHSAG004708 GGPS1
NONHSAG004714 TBCE
NONHSAG004728 LYST
NONHSAG004730 LYST
NONHSAG004731 LYST
NONHSAG004736 ENSG00000237845
NONHSAG004736 ENSG00000229291
NONHSAG004746 ENSG00000230325
NONHSAG004752 NONHSAG004753
NONHSAG004752 NONHSAG004754
NONHSAG004752 NONHSAG004755
NONHSAG004753 NONHSAG004752
NONHSAG004754 NONHSAG004752
NONHSAG004755 NONHSAG004752
NONHSAG004758 RYR2
NONHSAG004767 RP11-136B18.2
NONHSAG004767 ENSG00000234464
NONHSAG004768 ENSG00000234464
NONHSAG004769 ENSG00000234464
NONHSAG004771 ENSG00000231877
NONHSAG004771 ENSG00000234464
NONHSAG004790 ENSG00000231440
NONHSAG004795 ENSG00000226919
NONHSAG004797 NONHSAG004798
NONHSAG004797 NONHSAG004799
NONHSAG004797 RP11-435F13.2
NONHSAG004797 NONHSAG004803
NONHSAG004798 NONHSAG004797
NONHSAG004799 RP11-435F13.2
NONHSAG004799 NONHSAG004797
NONHSAG004803 NONHSAG004797
NONHSAG004804 ENSG00000286496
NONHSAG004805 ENSG00000287516
NONHSAG004819 PLD5
NONHSAG004820 NONHSAG057363
NONHSAG004820 ENSG00000272865
NONHSAG004820 ENSG00000224525
NONHSAG004822 PLD5
NONHSAG004830 ENSG00000227230
NONHSAG004831 ENSG00000232085
NONHSAG004837 SDCCAG8
NONHSAG004838 SDCCAG8
NONHSAG004840 AKT3
NONHSAG004841 ENSG00000236031
NONHSAG004843 AKT3
NONHSAG004844 ENSG00000232184
NONHSAG004844 AKT3
NONHSAG004845 ENSG00000228939
NONHSAG004845 AKT3
NONHSAG004846 ENSG00000226828
NONHSAG004848 ENSG00000289055
NONHSAG004849 ENSG00000229960
NONHSAG004854 ENSG00000289439
NONHSAG004855 NONHSAG004857
NONHSAG004855 ENSG00000240963
NONHSAG004857 NONHSAG004855
NONHSAG004857 ENSG00000240963
NONHSAG004868 HNRNPU
NONHSAG004868 HNRNPU-AS1
NONHSAG004873 ENSG00000272195
NONHSAG004878 ENSG00000232192
NONHSAG004887 ENSG00000235096
NONHSAG004888 ENSG00000226876
NONHSAG004890 ENSG00000230184
NONHSAG004890 SMYD3
NONHSAG004895 ENSG00000225300
NONHSAG004902 ENSG00000260855
NONHSAG004906 ZNF670-ZNF695
NONHSAG004910 ENSG00000286747
NONHSAG004921 ENSG00000232347
NONHSAG004922 NONHSAG004923
NONHSAG004922 ENSG00000289234
NONHSAG004923 NONHSAG004922
NONHSAG004923 ENSG00000289234
NONHSAG004926 ENSG00000236817
NONHSAG004927 NONHSAG004928
NONHSAG004927 ENSG00000235749
NONHSAG004928 NONHSAG004927
NONHSAG004928 ENSG00000235749
NONHSAG004939 ENSG00000224521
NONHSAG004961 ENSG00000225140
NONHSAG004970 ENSG00000229869
NONHSAG004982 ENSG00000229205
NONHSAG004983 ADARB2
NONHSAG004985 ADARB2
NONHSAG004986 ENSG00000229205
NONHSAG004987 ADARB2
NONHSAG004989 ADARB2
NONHSAG004991 ADARB2
NONHSAG005000 ENSG00000227912
NONHSAG005001 ENSG00000231326
NONHSAG005004 ENSG00000234170
NONHSAG005008 ENSG00000235281
NONHSAG005016 ENSG00000273001
NONHSAG005019 ENSG00000278419
NONHSAG005024 ENSG00000236968
NONHSAG005026 ENSG00000226762
NONHSAG005031 ENSG00000287428
NONHSAG005033 NONHSAG005034
NONHSAG005033 NONHSAG005041
NONHSAG005033 ENSG00000229672
NONHSAG005034 NONHSAG005033
NONHSAG005035 ENSG00000233321
NONHSAG005036 ENSG00000233321
NONHSAG005038 ENSG00000236892
NONHSAG005041 NONHSAG005033
NONHSAG005044 ENSG00000229672
NONHSAG005046 ENSG00000229672
NONHSAG005054 ENSG00000226005
NONHSAG005058 ENSG00000227101
NONHSAG005058 ENSG00000236990
NONHSAG005061 LINC00702
NONHSAG005069 ENSG00000230096
NONHSAG005075 NONHSAG005077
NONHSAG005075 ENSG00000287023
NONHSAG005077 NONHSAG005075
NONHSAG005077 ENSG00000287023
NONHSAG005091 ENSG00000231039
NONHSAG005093 ENSG00000224034
NONHSAG005100 ENSG00000287235
NONHSAG005104 NONHSAG061075
NONHSAG005104 ENSG00000242147
NONHSAG005113 FAM208B
NONHSAG005114 ENSG00000226647
NONHSAG005124 ENSG00000232807
NONHSAG005127 ENSG00000229664
NONHSAG005138 ENSG00000213994
NONHSAG005142 ENSG00000215244
NONHSAG005143 ENSG00000215244
NONHSAG005145 ENSG00000225948
NONHSAG005145 ENSG00000237943
NONHSAG005145 RP11-554I8.1
NONHSAG005150 ENSG00000223784
NONHSAG005150 ENSG00000285743
NONHSAG005150 ENSG00000285988
NONHSAG005151 NONHSAG005154
NONHSAG005153 ENSG00000223784
NONHSAG005153 ENSG00000285845
NONHSAG005153 ENSG00000285988
NONHSAG005154 NONHSAG005151
NONHSAG005165 ENSG00000232591
NONHSAG005169 ENSG00000230121
NONHSAG005178 ENSG00000232638
NONHSAG005178 GATA3
NONHSAG005179 GATA3
NONHSAG005187 ENSG00000226990
NONHSAG005192 ENSG00000234752
NONHSAG005202 ENSG00000228636
NONHSAG005203 ENSG00000228636
NONHSAG005205 ENSG00000224788
NONHSAG005208 ENSG00000270111
NONHSAG005209 ENSG00000270111
NONHSAG005210 ENSG00000279575
NONHSAG005214 RP1-186E20.1
NONHSAG005217 ENSG00000231496
NONHSAG005220 NONHSAG005222
NONHSAG005220 NONHSAG005225
NONHSAG005220 NONHSAG005228
